user,contributions,repositories,primary_language,monthly_contributions,contribution_types
greenwoodt,779,10,Ruby,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 1, '2022-04': 0, '2022-05': 0, '2022-06': 2, '2022-07': 1, '2022-08': 112, '2022-09': 164, '2022-10': 1, '2022-11': 132, '2022-12': 19, '2023-01': 35, '2023-02': 36, '2023-03': 24, '2023-04': 0, '2023-05': 21, '2023-06': 4, '2023-07': 24, '2023-08': 17, '2023-09': 15, '2023-10': 25, '2023-11': 17, '2023-12': 2, '2024-01': 10, '2024-02': 23, '2024-03': 36, '2024-04': 7, '2024-05': 20, '2024-06': 10, '2024-07': 8, '2024-08': 5, '2024-09': 8}","{'commits': 493, 'pull_requests': 238, 'issues': 20, 'reviews': 18}"
pjmartorell,5964,63,Ruby,"{'2017-01': 45, '2017-02': 37, '2017-03': 37, '2017-04': 20, '2017-05': 25, '2017-06': 7, '2017-07': 38, '2017-08': 4, '2017-09': 12, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 1, '2018-11': 4, '2018-12': 0, '2019-01': 0, '2019-02': 17, '2019-03': 31, '2019-04': 70, '2019-05': 81, '2019-06': 93, '2019-07': 48, '2019-08': 137, '2019-09': 80, '2019-10': 82, '2019-11': 132, '2019-12': 73, '2020-01': 75, '2020-02': 125, '2020-03': 110, '2020-04': 133, '2020-05': 84, '2020-06': 76, '2020-07': 138, '2020-08': 50, '2020-09': 175, '2020-10': 85, '2020-11': 125, '2020-12': 37, '2021-01': 42, '2021-02': 80, '2021-03': 84, '2021-04': 49, '2021-05': 55, '2021-06': 163, '2021-07': 201, '2021-08': 229, '2021-09': 260, '2021-10': 155, '2021-11': 139, '2021-12': 63, '2022-01': 169, '2022-02': 125, '2022-03': 150, '2022-04': 95, '2022-05': 222, '2022-06': 57, '2022-07': 161, '2022-08': 128, '2022-09': 125, '2022-10': 154, '2022-11': 147, '2022-12': 57, '2023-01': 117, '2023-02': 128, '2023-03': 35, '2023-04': 0, '2023-05': 1, '2023-06': 0, '2023-07': 0, '2023-08': 82, '2023-09': 1, '2023-10': 0, '2023-11': 0, '2023-12': 38, '2024-01': 16, '2024-02': 1, '2024-03': 0, '2024-04': 1, '2024-05': 106, '2024-06': 1, '2024-07': 40, '2024-08': 0, '2024-09': 0}","{'commits': 181, 'pull_requests': 40, 'issues': 66, 'reviews': 12}"
edudsan,297,21,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 2, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 2, '2021-09': 3, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 7, '2022-04': 0, '2022-05': 0, '2022-06': 2, '2022-07': 23, '2022-08': 8, '2022-09': 12, '2022-10': 0, '2022-11': 54, '2022-12': 24, '2023-01': 97, '2023-02': 5, '2023-03': 0, '2023-04': 2, '2023-05': 3, '2023-06': 1, '2023-07': 0, '2023-08': 0, '2023-09': 6, '2023-10': 4, '2023-11': 5, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 16, '2024-08': 9, '2024-09': 12}","{'commits': 254, 'pull_requests': 22, 'issues': 5, 'reviews': 1}"
drfb,309,31,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 36, '2017-08': 0, '2017-09': 0, '2017-10': 7, '2017-11': 3, '2017-12': 1, '2018-01': 9, '2018-02': 2, '2018-03': 90, '2018-04': 0, '2018-05': 0, '2018-06': 2, '2018-07': 18, '2018-08': 54, '2018-09': 3, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 5, '2019-05': 0, '2019-06': 1, '2019-07': 0, '2019-08': 0, '2019-09': 1, '2019-10': 0, '2019-11': 3, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 2, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 3, '2021-01': 3, '2021-02': 5, '2021-03': 8, '2021-04': 31, '2021-05': 1, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 1, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 2, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 6, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 7, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 3, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 1, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 262, 'pull_requests': 15, 'issues': 5, 'reviews': 0}"
nijel,41540,94,Python,"{'2017-01': 739, '2017-02': 814, '2017-03': 788, '2017-04': 534, '2017-05': 655, '2017-06': 907, '2017-07': 551, '2017-08': 753, '2017-09': 354, '2017-10': 580, '2017-11': 735, '2017-12': 485, '2018-01': 615, '2018-02': 555, '2018-03': 312, '2018-04': 190, '2018-05': 330, '2018-06': 391, '2018-07': 228, '2018-08': 363, '2018-09': 361, '2018-10': 995, '2018-11': 676, '2018-12': 258, '2019-01': 492, '2019-02': 366, '2019-03': 407, '2019-04': 281, '2019-05': 616, '2019-06': 340, '2019-07': 916, '2019-08': 511, '2019-09': 526, '2019-10': 582, '2019-11': 419, '2019-12': 306, '2020-01': 380, '2020-02': 672, '2020-03': 827, '2020-04': 833, '2020-05': 628, '2020-06': 771, '2020-07': 479, '2020-08': 501, '2020-09': 647, '2020-10': 597, '2020-11': 612, '2020-12': 465, '2021-01': 574, '2021-02': 773, '2021-03': 749, '2021-04': 530, '2021-05': 372, '2021-06': 288, '2021-07': 139, '2021-08': 273, '2021-09': 170, '2021-10': 195, '2021-11': 546, '2021-12': 333, '2022-01': 647, '2022-02': 194, '2022-03': 299, '2022-04': 193, '2022-05': 206, '2022-06': 207, '2022-07': 186, '2022-08': 156, '2022-09': 100, '2022-10': 135, '2022-11': 190, '2022-12': 381, '2023-01': 489, '2023-02': 245, '2023-03': 396, '2023-04': 549, '2023-05': 259, '2023-06': 307, '2023-07': 311, '2023-08': 314, '2023-09': 417, '2023-10': 400, '2023-11': 432, '2023-12': 298, '2024-01': 463, '2024-02': 285, '2024-03': 467, '2024-04': 258, '2024-05': 227, '2024-06': 263, '2024-07': 369, '2024-08': 296, '2024-09': 316}","{'commits': 34439, 'pull_requests': 1800, 'issues': 816, 'reviews': 719}"
ecomaven,11,2,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 1, '2017-05': 1, '2017-06': 1, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 5, '2017-12': 0, '2018-01': 1, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 1, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 1, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 2, 'pull_requests': 1, 'issues': 5, 'reviews': 1}"
Mattioli,349,9,Go,"{'2017-01': 0, '2017-02': 3, '2017-03': 31, '2017-04': 48, '2017-05': 37, '2017-06': 25, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 32, '2018-04': 11, '2018-05': 25, '2018-06': 43, '2018-07': 2, '2018-08': 33, '2018-09': 15, '2018-10': 26, '2018-11': 11, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 2, '2020-12': 1, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 2, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 1, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 1, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 292, 'pull_requests': 31, 'issues': 17, 'reviews': 6}"
dev-brito,377,22,TypeScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 1, '2022-02': 2, '2022-03': 0, '2022-04': 1, '2022-05': 0, '2022-06': 15, '2022-07': 25, '2022-08': 31, '2022-09': 11, '2022-10': 0, '2022-11': 71, '2022-12': 18, '2023-01': 91, '2023-02': 0, '2023-03': 5, '2023-04': 25, '2023-05': 47, '2023-06': 20, '2023-07': 14, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 301, 'pull_requests': 23, 'issues': 40, 'reviews': 3}"
someshc8i,1239,28,Python,"{'2017-01': 0, '2017-02': 3, '2017-03': 0, '2017-04': 6, '2017-05': 3, '2017-06': 36, '2017-07': 17, '2017-08': 9, '2017-09': 23, '2017-10': 1, '2017-11': 0, '2017-12': 5, '2018-01': 3, '2018-02': 1, '2018-03': 10, '2018-04': 2, '2018-05': 13, '2018-06': 47, '2018-07': 15, '2018-08': 1, '2018-09': 6, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 3, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 17, '2019-10': 0, '2019-11': 0, '2019-12': 1, '2020-01': 0, '2020-02': 1, '2020-03': 3, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 1, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 6, '2021-12': 2, '2022-01': 5, '2022-02': 8, '2022-03': 2, '2022-04': 7, '2022-05': 48, '2022-06': 38, '2022-07': 24, '2022-08': 4, '2022-09': 30, '2022-10': 16, '2022-11': 48, '2022-12': 89, '2023-01': 66, '2023-02': 20, '2023-03': 18, '2023-04': 35, '2023-05': 76, '2023-06': 17, '2023-07': 85, '2023-08': 19, '2023-09': 35, '2023-10': 50, '2023-11': 19, '2023-12': 17, '2024-01': 12, '2024-02': 31, '2024-03': 42, '2024-04': 59, '2024-05': 19, '2024-06': 3, '2024-07': 30, '2024-08': 32, '2024-09': 0}","{'commits': 267, 'pull_requests': 12, 'issues': 4, 'reviews': 8}"
andreslucena,7297,53,Ruby,"{'2017-01': 12, '2017-02': 50, '2017-03': 42, '2017-04': 55, '2017-05': 26, '2017-06': 36, '2017-07': 26, '2017-08': 9, '2017-09': 12, '2017-10': 166, '2017-11': 29, '2017-12': 2, '2018-01': 52, '2018-02': 64, '2018-03': 50, '2018-04': 43, '2018-05': 86, '2018-06': 20, '2018-07': 13, '2018-08': 16, '2018-09': 45, '2018-10': 82, '2018-11': 17, '2018-12': 29, '2019-01': 29, '2019-02': 88, '2019-03': 75, '2019-04': 40, '2019-05': 32, '2019-06': 20, '2019-07': 31, '2019-08': 0, '2019-09': 11, '2019-10': 52, '2019-11': 33, '2019-12': 243, '2020-01': 59, '2020-02': 37, '2020-03': 43, '2020-04': 31, '2020-05': 17, '2020-06': 18, '2020-07': 94, '2020-08': 145, '2020-09': 143, '2020-10': 99, '2020-11': 10, '2020-12': 72, '2021-01': 137, '2021-02': 78, '2021-03': 49, '2021-04': 45, '2021-05': 42, '2021-06': 14, '2021-07': 44, '2021-08': 30, '2021-09': 117, '2021-10': 61, '2021-11': 139, '2021-12': 84, '2022-01': 115, '2022-02': 187, '2022-03': 174, '2022-04': 91, '2022-05': 160, '2022-06': 114, '2022-07': 90, '2022-08': 3, '2022-09': 199, '2022-10': 146, '2022-11': 139, '2022-12': 109, '2023-01': 54, '2023-02': 56, '2023-03': 70, '2023-04': 24, '2023-05': 60, '2023-06': 120, '2023-07': 124, '2023-08': 18, '2023-09': 123, '2023-10': 183, '2023-11': 234, '2023-12': 179, '2024-01': 154, '2024-02': 213, '2024-03': 129, '2024-04': 182, '2024-05': 103, '2024-06': 134, '2024-07': 230, '2024-08': 22, '2024-09': 114}","{'commits': 3286, 'pull_requests': 1788, 'issues': 608, 'reviews': 1548}"
valessiobrito,0,56,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
maikhaa,1797,28,Ruby,"{'2017-01': 1, '2017-02': 9, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 4, '2017-07': 1, '2017-08': 42, '2017-09': 25, '2017-10': 53, '2017-11': 15, '2017-12': 1, '2018-01': 72, '2018-02': 0, '2018-03': 0, '2018-04': 27, '2018-05': 1, '2018-06': 0, '2018-07': 1, '2018-08': 3, '2018-09': 1, '2018-10': 3, '2018-11': 51, '2018-12': 57, '2019-01': 19, '2019-02': 3, '2019-03': 14, '2019-04': 3, '2019-05': 43, '2019-06': 70, '2019-07': 93, '2019-08': 4, '2019-09': 208, '2019-10': 19, '2019-11': 15, '2019-12': 7, '2020-01': 17, '2020-02': 2, '2020-03': 38, '2020-04': 41, '2020-05': 68, '2020-06': 30, '2020-07': 234, '2020-08': 80, '2020-09': 32, '2020-10': 1, '2020-11': 0, '2020-12': 3, '2021-01': 13, '2021-02': 11, '2021-03': 0, '2021-04': 79, '2021-05': 6, '2021-06': 7, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 3, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 1, '2022-05': 11, '2022-06': 0, '2022-07': 6, '2022-08': 0, '2022-09': 6, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 2, '2023-03': 4, '2023-04': 0, '2023-05': 4, '2023-06': 0, '2023-07': 1, '2023-08': 7, '2023-09': 17, '2023-10': 15, '2023-11': 41, '2023-12': 23, '2024-01': 9, '2024-02': 18, '2024-03': 4, '2024-04': 21, '2024-05': 21, '2024-06': 31, '2024-07': 9, '2024-08': 8, '2024-09': 8}","{'commits': 277, 'pull_requests': 1, 'issues': 1, 'reviews': 0}"
jufajardini,1645,21,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 2, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 3, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 14, '2020-11': 11, '2020-12': 7, '2021-01': 9, '2021-02': 10, '2021-03': 26, '2021-04': 22, '2021-05': 4, '2021-06': 20, '2021-07': 19, '2021-08': 15, '2021-09': 19, '2021-10': 21, '2021-11': 33, '2021-12': 15, '2022-01': 54, '2022-02': 74, '2022-03': 15, '2022-04': 32, '2022-05': 30, '2022-06': 17, '2022-07': 33, '2022-08': 68, '2022-09': 54, '2022-10': 54, '2022-11': 5, '2022-12': 51, '2023-01': 48, '2023-02': 26, '2023-03': 39, '2023-04': 21, '2023-05': 31, '2023-06': 45, '2023-07': 52, '2023-08': 27, '2023-09': 18, '2023-10': 85, '2023-11': 81, '2023-12': 58, '2024-01': 47, '2024-02': 42, '2024-03': 16, '2024-04': 82, '2024-05': 25, '2024-06': 16, '2024-07': 58, '2024-08': 43, '2024-09': 48}","{'commits': 346, 'pull_requests': 575, 'issues': 8, 'reviews': 696}"
michael-l-a,55,2,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 1, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 2, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 11, '2018-11': 5, '2018-12': 0, '2019-01': 6, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 1, '2020-02': 0, '2020-03': 1, '2020-04': 2, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 11, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 1, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 1, '2022-08': 0, '2022-09': 1, '2022-10': 0, '2022-11': 2, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 5, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 4, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 1, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 10, 'pull_requests': 6, 'issues': 24, 'reviews': 15}"
pfrankov,3393,41,JavaScript,"{'2017-01': 13, '2017-02': 7, '2017-03': 11, '2017-04': 14, '2017-05': 33, '2017-06': 52, '2017-07': 34, '2017-08': 60, '2017-09': 26, '2017-10': 66, '2017-11': 11, '2017-12': 20, '2018-01': 20, '2018-02': 40, '2018-03': 42, '2018-04': 25, '2018-05': 2, '2018-06': 10, '2018-07': 34, '2018-08': 71, '2018-09': 1, '2018-10': 125, '2018-11': 117, '2018-12': 79, '2019-01': 61, '2019-02': 16, '2019-03': 111, '2019-04': 76, '2019-05': 37, '2019-06': 49, '2019-07': 32, '2019-08': 50, '2019-09': 13, '2019-10': 48, '2019-11': 6, '2019-12': 7, '2020-01': 29, '2020-02': 43, '2020-03': 8, '2020-04': 40, '2020-05': 22, '2020-06': 1, '2020-07': 15, '2020-08': 3, '2020-09': 8, '2020-10': 0, '2020-11': 0, '2020-12': 1, '2021-01': 3, '2021-02': 0, '2021-03': 12, '2021-04': 1, '2021-05': 1, '2021-06': 0, '2021-07': 2, '2021-08': 0, '2021-09': 0, '2021-10': 2, '2021-11': 0, '2021-12': 3, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 1, '2022-06': 0, '2022-07': 0, '2022-08': 4, '2022-09': 0, '2022-10': 0, '2022-11': 27, '2022-12': 138, '2023-01': 86, '2023-02': 53, '2023-03': 40, '2023-04': 38, '2023-05': 55, '2023-06': 78, '2023-07': 129, '2023-08': 117, '2023-09': 70, '2023-10': 93, '2023-11': 100, '2023-12': 115, '2024-01': 81, '2024-02': 39, '2024-03': 55, '2024-04': 51, '2024-05': 76, '2024-06': 68, '2024-07': 75, '2024-08': 86, '2024-09': 105}","{'commits': 275, 'pull_requests': 19, 'issues': 8, 'reviews': 26}"
